el-3,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number
1,2024-09-30 14:09:11,24.5,40.0,10.0,010104085
2,2024-09-30 14:39:11,23.5,31.0,5.4
3,2024-09-30 15:09:11,23.0,29.0,4.0
4,2024-09-30 15:39:11,23.0,28.0,3.5
5,2024-09-30 16:09:11,23.0,27.5,3.3
6,2024-09-30 16:39:11,23.0,27.5,3.3
7,2024-09-30 17:09:11,23.0,27.5,3.3
8,2024-09-30 17:39:11,23.5,27.5,3.7
9,2024-09-30 18:09:11,23.0,27.5,3.3
10,2024-09-30 18:39:11,23.0,27.5,3.3
11,2024-09-30 19:09:11,23.5,27.5,3.7
12,2024-09-30 19:39:11,23.5,27.5,3.7
13,2024-09-30 20:09:11,23.0,27.5,3.3
14,2024-09-30 20:39:11,23.5,27.5,3.7
15,2024-09-30 21:09:11,23.5,27.5,3.7
16,2024-09-30 21:39:11,23.5,27.5,3.7
17,2024-09-30 22:09:11,23.5,27.5,3.7
18,2024-09-30 22:39:11,23.5,27.5,3.7
19,2024-09-30 23:09:11,23.5,27.5,3.7
20,2024-09-30 23:39:11,23.0,27.5,3.3
21,2024-10-01 00:09:11,23.5,27.5,3.7
22,2024-10-01 00:39:11,23.5,27.5,3.7
23,2024-10-01 01:09:11,23.5,27.5,3.7
24,2024-10-01 01:39:11,23.5,27.5,3.7
25,2024-10-01 02:09:11,23.5,27.5,3.7
26,2024-10-01 02:39:11,23.5,28.0,4.0
27,2024-10-01 03:09:11,23.5,28.0,4.0
28,2024-10-01 03:39:11,23.5,28.0,4.0
29,2024-10-01 04:09:11,23.5,28.0,4.0
30,2024-10-01 04:39:11,23.5,28.0,4.0
31,2024-10-01 05:09:11,23.0,29.0,4.0
32,2024-10-01 05:39:11,23.5,29.0,4.5
33,2024-10-01 06:09:11,23.0,29.0,4.0
34,2024-10-01 06:39:11,23.0,29.0,4.0
35,2024-10-01 07:09:11,23.5,29.0,4.5
36,2024-10-01 07:39:11,23.0,29.0,4.0
37,2024-10-01 08:09:11,23.0,29.0,4.0
38,2024-10-01 08:39:11,23.0,29.0,4.0
39,2024-10-01 09:09:11,23.0,29.0,4.0
40,2024-10-01 09:39:11,23.0,29.0,4.0
41,2024-10-01 10:09:11,23.0,29.0,4.0
42,2024-10-01 10:39:11,23.0,29.0,4.0
43,2024-10-01 11:09:11,23.5,29.0,4.5
44,2024-10-01 11:39:11,23.5,29.0,4.5
45,2024-10-01 12:09:11,23.5,29.0,4.5
46,2024-10-01 12:39:11,23.5,29.0,4.5
47,2024-10-01 13:09:11,23.5,29.5,4.7
48,2024-10-01 13:39:11,23.5,29.5,4.7
49,2024-10-01 14:09:11,23.5,29.5,4.7
50,2024-10-01 14:39:11,23.5,29.5,4.7
51,2024-10-01 15:09:11,23.5,30.0,4.9
52,2024-10-01 15:39:11,23.5,30.0,4.9
53,2024-10-01 16:09:11,23.5,30.0,4.9
54,2024-10-01 16:39:11,23.5,30.0,4.9
55,2024-10-01 17:09:11,23.5,30.0,4.9
56,2024-10-01 17:39:11,23.5,30.0,4.9
57,2024-10-01 18:09:11,23.5,30.0,4.9
58,2024-10-01 18:39:11,23.5,30.0,4.9
59,2024-10-01 19:09:11,23.5,30.0,4.9
60,2024-10-01 19:39:11,23.5,30.0,4.9
61,2024-10-01 20:09:11,23.5,30.0,4.9
62,2024-10-01 20:39:11,23.5,30.0,4.9
63,2024-10-01 21:09:11,23.5,30.0,4.9
64,2024-10-01 21:39:11,23.5,30.0,4.9
65,2024-10-01 22:09:11,23.5,30.5,5.2
66,2024-10-01 22:39:11,23.0,31.0,5.0
67,2024-10-01 23:09:11,23.0,30.5,4.7
68,2024-10-01 23:39:11,23.5,30.5,5.2
69,2024-10-02 00:09:11,23.5,31.0,5.4
70,2024-10-02 00:39:11,23.0,31.0,5.0
71,2024-10-02 01:09:11,23.0,31.0,5.0
72,2024-10-02 01:39:11,23.0,31.0,5.0
73,2024-10-02 02:09:11,23.0,31.0,5.0
74,2024-10-02 02:39:11,23.0,31.0,5.0
75,2024-10-02 03:09:11,23.0,31.0,5.0
76,2024-10-02 03:39:11,23.0,31.0,5.0
77,2024-10-02 04:09:11,23.0,31.0,5.0
78,2024-10-02 04:39:11,23.0,31.0,5.0
